"Run","Tag","Cag","Ani","Trt"
"1",113,"1","H","h"
"1",114,"1","F","f"
"1",115,"1","G","g"
"1",116,"1","C","c"
"1",117,"1","B","b"
"1",118,"1","D","d"
"1",119,"1","A","a"
"1",121,"1","E","e"
"2",113,"1","F","f"
"2",114,"1","H","h"
"2",115,"1","C","c"
"2",116,"1","G","g"
"2",117,"1","D","d"
"2",118,"1","B","b"
"2",119,"1","E","e"
"2",121,"1","A","a"
"3",113,"2","A","a"
"3",114,"2","H","h"
"3",115,"2","D","d"
"3",116,"2","E","e"
"3",117,"2","B","b"
"3",118,"2","C","c"
"3",119,"2","F","f"
"3",121,"2","G","g"
"4",113,"2","H","h"
"4",114,"2","A","a"
"4",115,"2","E","e"
"4",116,"2","D","d"
"4",117,"2","C","c"
"4",118,"2","B","b"
"4",119,"2","G","g"
"4",121,"2","F","f"
"5",113,"3","E","e"
"5",114,"3","G","g"
"5",115,"3","B","b"
"5",116,"3","F","f"
"5",117,"3","D","d"
"5",118,"3","A","a"
"5",119,"3","H","h"
"5",121,"3","C","c"
"6",113,"3","G","g"
"6",114,"3","E","e"
"6",115,"3","F","f"
"6",116,"3","B","b"
"6",117,"3","A","a"
"6",118,"3","D","d"
"6",119,"3","C","c"
"6",121,"3","H","h"
"7",113,"4","C","c"
"7",114,"4","B","b"
"7",115,"4","H","h"
"7",116,"4","A","a"
"7",117,"4","E","e"
"7",118,"4","F","f"
"7",119,"4","G","g"
"7",121,"4","D","d"
"8",113,"4","B","b"
"8",114,"4","C","c"
"8",115,"4","A","a"
"8",116,"4","H","h"
"8",117,"4","F","f"
"8",118,"4","E","e"
"8",119,"4","D","d"
"8",121,"4","G","g"
"9",113,"5","D","d"
"9",114,"5","C","c"
"9",115,"5","B","b"
"9",116,"5","F","f"
"9",117,"5","A","a"
"9",118,"5","G","g"
"9",119,"5","H","h"
"9",121,"5","E","e"
"10",113,"5","C","c"
"10",114,"5","D","d"
"10",115,"5","F","f"
"10",116,"5","B","b"
"10",117,"5","G","g"
"10",118,"5","A","a"
"10",119,"5","E","e"
"10",121,"5","H","h"
"11",113,"6","D","d"
"11",114,"6","G","g"
"11",115,"6","C","c"
"11",116,"6","E","e"
"11",117,"6","H","h"
"11",118,"6","F","f"
"11",119,"6","B","b"
"11",121,"6","A","a"
"12",113,"6","G","g"
"12",114,"6","D","d"
"12",115,"6","E","e"
"12",116,"6","C","c"
"12",117,"6","F","f"
"12",118,"6","H","h"
"12",119,"6","A","a"
"12",121,"6","B","b"
