"Run","Tag","Cag","Ani","Trt"
"1",114,"2","B","b"
"1",115,"1","A","a"
"1",116,"1","B","b"
"1",117,"2","A","a"
"2",114,"1","A","a"
"2",115,"2","B","b"
"2",116,"2","A","a"
"2",117,"1","B","b"
"3",114,"4","A","a"
"3",115,"3","B","b"
"3",116,"4","B","b"
"3",117,"3","A","a"
"4",114,"3","B","b"
"4",115,"4","A","a"
"4",116,"3","A","a"
"4",117,"4","B","b"
"5",114,"5","A","a"
"5",115,"5","A","a"
"5",116,"5","B","b"
"5",117,"5","B","b"
