"Run","Tag","Cag","Ani","Trt"
"1",113,"1","B","b"
"1",114,"1","C","c"
"1",115,"2","C","c"
"1",116,"2","E","e"
"1",117,"3","D","d"
"1",118,"3","F","f"
"1",119,"4","D","d"
"1",121,"4","A","a"
"2",113,"1","C","c"
"2",114,"1","B","b"
"2",115,"2","E","e"
"2",116,"2","C","c"
"2",117,"3","F","f"
"2",118,"3","D","d"
"2",119,"4","A","a"
"2",121,"4","D","d"
"3",113,"1","A","a"
"3",114,"1","D","d"
"3",115,"2","F","f"
"3",116,"2","B","b"
"3",117,"3","C","c"
"3",118,"3","E","e"
"3",119,"4","F","f"
"3",121,"4","B","b"
"4",113,"1","D","d"
"4",114,"1","A","a"
"4",115,"2","B","b"
"4",116,"2","F","f"
"4",117,"3","E","e"
"4",118,"3","C","c"
"4",119,"4","B","b"
"4",121,"4","F","f"
"5",113,"1","E","e"
"5",114,"1","F","f"
"5",115,"2","A","a"
"5",116,"2","D","d"
"5",117,"3","A","a"
"5",118,"3","B","b"
"5",119,"4","C","c"
"5",121,"4","E","e"
"6",113,"1","F","f"
"6",114,"1","E","e"
"6",115,"2","D","d"
"6",116,"2","A","a"
"6",117,"3","B","b"
"6",118,"3","A","a"
"6",119,"4","E","e"
"6",121,"4","C","c"
